,Institute,Academic Program Name,Quota,Seat Type,Closing Rank,Year,Round,Average Package,Highest,Type of Exam,Fee Structure
1,IIT Bhubaneswar,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,12425,2022,4,1716000,,JEE Advanced,228315
2,IIT Bhubaneswar,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,20790,2022,4,1716000,,JEE Advanced,228315
3,IIT Bhubaneswar,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS,1905,2022,4,1716000,,JEE Advanced,228315
4,IIT Bhubaneswar,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS,3159,2022,4,1716000,,JEE Advanced,228315
5,IIT Bhubaneswar,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,4516,2022,4,1716000,,JEE Advanced,228315
6,IIT Bhubaneswar,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,7876,2022,4,1716000,,JEE Advanced,228315
7,IIT Bhubaneswar,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC,2327,2022,4,1716000,,JEE Advanced,228315
8,IIT Bhubaneswar,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC,2464,2022,4,1716000,,JEE Advanced,228315
9,IIT Bhubaneswar,"Civil Engineering (4 Years, Bachelor of Technology)",AI,ST,737,2022,4,1716000,,JEE Advanced,228315
10,IIT Bhubaneswar,"Civil Engineering (4 Years, Bachelor of Technology)",AI,ST,990,2022,4,1716000,,JEE Advanced,228315
11,IIT Bhubaneswar,"Civil Engineering and M. Tech. in Structural Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,13170,2022,4,1716000,,JEE Advanced,228315
12,IIT Bhubaneswar,"Civil Engineering and M. Tech. in Structural Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,18771,2022,4,1716000,,JEE Advanced,228315
13,IIT Bhubaneswar,"Civil Engineering and M. Tech. in Structural Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,1982,2022,4,1716000,,JEE Advanced,228315
14,IIT Bhubaneswar,"Civil Engineering and M. Tech. in Structural Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,3402,2022,4,1716000,,JEE Advanced,228315
15,IIT Bhubaneswar,"Civil Engineering and M. Tech. in Structural Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,4797,2022,4,1716000,,JEE Advanced,228315
16,IIT Bhubaneswar,"Civil Engineering and M. Tech. in Structural Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,2375,2022,4,1716000,,JEE Advanced,228315
17,IIT Bhubaneswar,"Civil Engineering and M. Tech. in Structural Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,3561,2022,4,1716000,,JEE Advanced,228315
18,IIT Bhubaneswar,"Civil Engineering and M.Tech in Transportation Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,13624,2022,4,1716000,,JEE Advanced,228315
19,IIT Bhubaneswar,"Civil Engineering and M.Tech in Transportation Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,20984,2022,4,1716000,,JEE Advanced,228315
20,IIT Bhubaneswar,"Civil Engineering and M.Tech in Transportation Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,2011,2022,4,1716000,,JEE Advanced,228315
21,IIT Bhubaneswar,"Civil Engineering and M.Tech in Transportation Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,4977,2022,4,1716000,,JEE Advanced,228315
22,IIT Bhubaneswar,"Civil Engineering and M.Tech in Transportation Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,7667,2022,4,1716000,,JEE Advanced,228315
23,IIT Bhubaneswar,"Civil Engineering and M.Tech in Transportation Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,2621,2022,4,1716000,,JEE Advanced,228315
24,IIT Bhubaneswar,"Civil Engineering and M.Tech in Transportation Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,1473,2022,4,1716000,,JEE Advanced,228315
25,IIT Bhubaneswar,"Civil Engineering and M.Tech. in Environmental Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,14045,2022,4,1716000,,JEE Advanced,228315
26,IIT Bhubaneswar,"Civil Engineering and M.Tech. in Environmental Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,21738,2022,4,1716000,,JEE Advanced,228315
27,IIT Bhubaneswar,"Civil Engineering and M.Tech. in Environmental Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,2050,2022,4,1716000,,JEE Advanced,228315
28,IIT Bhubaneswar,"Civil Engineering and M.Tech. in Environmental Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,4990,2022,4,1716000,,JEE Advanced,228315
29,IIT Bhubaneswar,"Civil Engineering and M.Tech. in Environmental Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,1720,2022,4,1716000,,JEE Advanced,228315
30,IIT Bhubaneswar,"Civil Engineering and M.Tech. in Environmental Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,3584,2022,4,1716000,,JEE Advanced,228315
31,IIT Bhubaneswar,"Civil Engineering and M.Tech. in Environmental Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,910,2022,4,1716000,,JEE Advanced,228315
32,IIT Bhubaneswar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,2599,2022,4,1716000,,JEE Advanced,228315
33,IIT Bhubaneswar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,4620,2022,4,1716000,,JEE Advanced,228315
34,IIT Bhubaneswar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),74,2022,4,1716000,,JEE Advanced,228315
35,IIT Bhubaneswar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,351,2022,4,1716000,,JEE Advanced,228315
36,IIT Bhubaneswar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,550,2022,4,1716000,,JEE Advanced,228315
37,IIT Bhubaneswar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS (PwD),21,2022,4,1716000,,JEE Advanced,228315
38,IIT Bhubaneswar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,839,2022,4,1716000,,JEE Advanced,228315
39,IIT Bhubaneswar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,2212,2022,4,1716000,,JEE Advanced,228315
40,IIT Bhubaneswar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),34,2022,4,1716000,,JEE Advanced,228315
41,IIT Bhubaneswar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,366,2022,4,1716000,,JEE Advanced,228315
42,IIT Bhubaneswar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,725,2022,4,1716000,,JEE Advanced,228315
43,IIT Bhubaneswar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,204,2022,4,1716000,,JEE Advanced,228315
44,IIT Bhubaneswar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,225,2022,4,1716000,,JEE Advanced,228315
45,IIT Bhubaneswar,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,3017,2022,4,1716000,,JEE Advanced,228315
46,IIT Bhubaneswar,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,5048,2022,4,1716000,,JEE Advanced,228315
47,IIT Bhubaneswar,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,459,2022,4,1716000,,JEE Advanced,228315
48,IIT Bhubaneswar,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,1216,2022,4,1716000,,JEE Advanced,228315
49,IIT Bhubaneswar,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,2716,2022,4,1716000,,JEE Advanced,228315
50,IIT Bhubaneswar,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,545,2022,4,1716000,,JEE Advanced,228315
51,IIT Bhubaneswar,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,354,2022,4,1716000,,JEE Advanced,228315
52,IIT Bhubaneswar,"Electrical Engineering and M.Tech Power Electronics and Drives (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,7141,2022,4,1716000,,JEE Advanced,228315
53,IIT Bhubaneswar,"Electrical Engineering and M.Tech Power Electronics and Drives (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,11359,2022,4,1716000,,JEE Advanced,228315
54,IIT Bhubaneswar,"Electrical Engineering and M.Tech Power Electronics and Drives (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,1184,2022,4,1716000,,JEE Advanced,228315
55,IIT Bhubaneswar,"Electrical Engineering and M.Tech Power Electronics and Drives (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,2827,2022,4,1716000,,JEE Advanced,228315
56,IIT Bhubaneswar,"Electrical Engineering and M.Tech Power Electronics and Drives (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,1190,2022,4,1716000,,JEE Advanced,228315
57,IIT Bhubaneswar,"Electrical Engineering and M.Tech Power Electronics and Drives (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,2607,2022,4,1716000,,JEE Advanced,228315
58,IIT Bhubaneswar,"Electrical Engineering and M.Tech Power Electronics and Drives (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,854,2022,4,1716000,,JEE Advanced,228315
59,IIT Bhubaneswar,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,6323,2022,4,1716000,,JEE Advanced,228315
60,IIT Bhubaneswar,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,9619,2022,4,1716000,,JEE Advanced,228315
61,IIT Bhubaneswar,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS,1119,2022,4,1716000,,JEE Advanced,228315
62,IIT Bhubaneswar,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS,1253,2022,4,1716000,,JEE Advanced,228315
63,IIT Bhubaneswar,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,2412,2022,4,1716000,,JEE Advanced,228315
64,IIT Bhubaneswar,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,4343,2022,4,1716000,,JEE Advanced,228315
65,IIT Bhubaneswar,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,1440,2022,4,1716000,,JEE Advanced,228315
66,IIT Bhubaneswar,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,1941,2022,4,1716000,,JEE Advanced,228315
67,IIT Bhubaneswar,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,661,2022,4,1716000,,JEE Advanced,228315
68,IIT Bhubaneswar,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,1052,2022,4,1716000,,JEE Advanced,228315
69,IIT Bhubaneswar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,4189,2022,4,1716000,,JEE Advanced,228315
70,IIT Bhubaneswar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,6675,2022,4,1716000,,JEE Advanced,228315
71,IIT Bhubaneswar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),178,2022,4,1716000,,JEE Advanced,228315
72,IIT Bhubaneswar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,EWS,662,2022,4,1716000,,JEE Advanced,228315
73,IIT Bhubaneswar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,EWS,959,2022,4,1716000,,JEE Advanced,228315
74,IIT Bhubaneswar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,EWS (PwD),11P,2022,4,1716000,,JEE Advanced,228315
75,IIT Bhubaneswar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,1673,2022,4,1716000,,JEE Advanced,228315
76,IIT Bhubaneswar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,3246,2022,4,1716000,,JEE Advanced,228315
77,IIT Bhubaneswar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,1090,2022,4,1716000,,JEE Advanced,228315
78,IIT Bhubaneswar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,1386,2022,4,1716000,,JEE Advanced,228315
79,IIT Bhubaneswar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,390,2022,4,1716000,,JEE Advanced,228315
80,IIT Bhubaneswar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,853,2022,4,1716000,,JEE Advanced,228315
81,IIT Bhubaneswar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,8551,2022,4,1716000,,JEE Advanced,228315
82,IIT Bhubaneswar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,15583,2022,4,1716000,,JEE Advanced,228315
83,IIT Bhubaneswar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),68P,2022,4,1716000,,JEE Advanced,228315
84,IIT Bhubaneswar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,1404,2022,4,1716000,,JEE Advanced,228315
85,IIT Bhubaneswar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,2536,2022,4,1716000,,JEE Advanced,228315
86,IIT Bhubaneswar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,3459,2022,4,1716000,,JEE Advanced,228315
87,IIT Bhubaneswar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,6573,2022,4,1716000,,JEE Advanced,228315
88,IIT Bhubaneswar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,1945,2022,4,1716000,,JEE Advanced,228315
89,IIT Bhubaneswar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,2505,2022,4,1716000,,JEE Advanced,228315
90,IIT Bhubaneswar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,911,2022,4,1716000,,JEE Advanced,228315
91,IIT Bhubaneswar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,1079,2022,4,1716000,,JEE Advanced,228315
92,IIT Bhubaneswar,"Mechanical Engineering and M. Tech. in Mechanical System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,9745,2022,4,1716000,,JEE Advanced,228315
93,IIT Bhubaneswar,"Mechanical Engineering and M. Tech. in Mechanical System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,16422,2022,4,1716000,,JEE Advanced,228315
94,IIT Bhubaneswar,"Mechanical Engineering and M. Tech. in Mechanical System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,1684,2022,4,1716000,,JEE Advanced,228315
95,IIT Bhubaneswar,"Mechanical Engineering and M. Tech. in Mechanical System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,3842,2022,4,1716000,,JEE Advanced,228315
96,IIT Bhubaneswar,"Mechanical Engineering and M. Tech. in Mechanical System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,8336,2022,4,1716000,,JEE Advanced,228315
97,IIT Bhubaneswar,"Mechanical Engineering and M. Tech. in Mechanical System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,2055,2022,4,1716000,,JEE Advanced,228315
98,IIT Bhubaneswar,"Mechanical Engineering and M. Tech. in Mechanical System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,957,2022,4,1716000,,JEE Advanced,228315
99,IIT Bhubaneswar,"Mechanical Engineering and M. Tech. in Mechanical System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,1430,2022,4,1716000,,JEE Advanced,228315
100,IIT Bhubaneswar,"Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,10951,2022,4,1716000,,JEE Advanced,228315
101,IIT Bhubaneswar,"Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,19294,2022,4,1716000,,JEE Advanced,228315
102,IIT Bhubaneswar,"Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,1756,2022,4,1716000,,JEE Advanced,228315
103,IIT Bhubaneswar,"Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,4263,2022,4,1716000,,JEE Advanced,228315
104,IIT Bhubaneswar,"Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,7954,2022,4,1716000,,JEE Advanced,228315
105,IIT Bhubaneswar,"Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,2321,2022,4,1716000,,JEE Advanced,228315
106,IIT Bhubaneswar,"Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,3317,2022,4,1716000,,JEE Advanced,228315
107,IIT Bhubaneswar,"Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,1049,2022,4,1716000,,JEE Advanced,228315
108,IIT Bhubaneswar,"Mechanical Engineering with M.Tech. in Manufacturing Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,10604,2022,4,1716000,,JEE Advanced,228315
109,IIT Bhubaneswar,"Mechanical Engineering with M.Tech. in Manufacturing Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,17940,2022,4,1716000,,JEE Advanced,228315
110,IIT Bhubaneswar,"Mechanical Engineering with M.Tech. in Manufacturing Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,1724,2022,4,1716000,,JEE Advanced,228315
111,IIT Bhubaneswar,"Mechanical Engineering with M.Tech. in Manufacturing Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,4142,2022,4,1716000,,JEE Advanced,228315
112,IIT Bhubaneswar,"Mechanical Engineering with M.Tech. in Manufacturing Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,8408,2022,4,1716000,,JEE Advanced,228315
113,IIT Bhubaneswar,"Mechanical Engineering with M.Tech. in Manufacturing Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,2306,2022,4,1716000,,JEE Advanced,228315
114,IIT Bhubaneswar,"Mechanical Engineering with M.Tech. in Manufacturing Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,3285,2022,4,1716000,,JEE Advanced,228315
115,IIT Bhubaneswar,"Mechanical Engineering with M.Tech. in Manufacturing Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,1025,2022,4,1716000,,JEE Advanced,228315
116,IIT Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,OPEN,12668,2022,4,1716000,,JEE Advanced,228315
117,IIT Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,OPEN,18693,2022,4,1716000,,JEE Advanced,228315
118,IIT Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,EWS,2019,2022,4,1716000,,JEE Advanced,228315
119,IIT Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,EWS,3442,2022,4,1716000,,JEE Advanced,228315
120,IIT Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,4875,2022,4,1716000,,JEE Advanced,228315
121,IIT Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,7466,2022,4,1716000,,JEE Advanced,228315
122,IIT Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,SC,2429,2022,4,1716000,,JEE Advanced,228315
123,IIT Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,SC,3643,2022,4,1716000,,JEE Advanced,228315
124,IIT Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,ST,1206,2022,4,1716000,,JEE Advanced,228315
125,IIT Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,ST,1549,2022,4,1716000,,JEE Advanced,228315
126,IIT Bhubaneswar,"Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,13731,2022,4,1716000,,JEE Advanced,228315
127,IIT Bhubaneswar,"Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,21645,2022,4,1716000,,JEE Advanced,228315
128,IIT Bhubaneswar,"Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,2100,2022,4,1716000,,JEE Advanced,228315
129,IIT Bhubaneswar,"Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,5096,2022,4,1716000,,JEE Advanced,228315
130,IIT Bhubaneswar,"Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,8961,2022,4,1716000,,JEE Advanced,228315
131,IIT Bhubaneswar,"Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,2538,2022,4,1716000,,JEE Advanced,228315
132,IIT Bhubaneswar,"Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,1357,2022,4,1716000,,JEE Advanced,228315
133,IIT Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,OPEN,2119,2022,4,3000000,,JEE Advanced,230000
134,IIT Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,OPEN,4081,2022,4,3000000,,JEE Advanced,230000
135,IIT Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),164,2022,4,3000000,,JEE Advanced,230000
136,IIT Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,EWS,496,2022,4,3000000,,JEE Advanced,230000
137,IIT Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,EWS,1325,2022,4,3000000,,JEE Advanced,230000
138,IIT Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,1211,2022,4,3000000,,JEE Advanced,230000
139,IIT Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,3680,2022,4,3000000,,JEE Advanced,230000
140,IIT Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),14P,2022,4,3000000,,JEE Advanced,230000
141,IIT Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,SC,726,2022,4,3000000,,JEE Advanced,230000
142,IIT Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,SC,1141,2022,4,3000000,,JEE Advanced,230000
143,IIT Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,SC (PwD),8P,2022,4,3000000,,JEE Advanced,230000
144,IIT Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,ST,396,2022,4,3000000,,JEE Advanced,230000
145,IIT Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,ST,231,2022,4,3000000,,JEE Advanced,230000
146,IIT Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",AI,OPEN,2143,2022,4,3000000,,JEE Advanced,230000
147,IIT Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",AI,OPEN,3895,2022,4,3000000,,JEE Advanced,230000
148,IIT Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",AI,EWS,564,2022,4,3000000,,JEE Advanced,230000
149,IIT Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",AI,OBC-NCL,2029,2022,4,3000000,,JEE Advanced,230000
150,IIT Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",AI,OBC-NCL,1924,2022,4,3000000,,JEE Advanced,230000
151,IIT Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",AI,SC,742,2022,4,3000000,,JEE Advanced,230000
152,IIT Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",AI,SC,2391,2022,4,3000000,,JEE Advanced,230000
153,IIT Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",AI,ST,427,2022,4,3000000,,JEE Advanced,230000
154,IIT Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,2081,2022,4,3000000,,JEE Advanced,230000
155,IIT Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,4591,2022,4,3000000,,JEE Advanced,230000
156,IIT Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),137,2022,4,3000000,,JEE Advanced,230000
157,IIT Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,EWS,441,2022,4,3000000,,JEE Advanced,230000
158,IIT Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,EWS,1145,2022,4,3000000,,JEE Advanced,230000
159,IIT Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,1161,2022,4,3000000,,JEE Advanced,230000
160,IIT Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,3576,2022,4,3000000,,JEE Advanced,230000
161,IIT Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),13P,2022,4,3000000,,JEE Advanced,230000
162,IIT Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,SC,698,2022,4,3000000,,JEE Advanced,230000
163,IIT Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,SC,1343,2022,4,3000000,,JEE Advanced,230000
164,IIT Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,ST,404,2022,4,3000000,,JEE Advanced,230000
165,IIT Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,ST,695,2022,4,3000000,,JEE Advanced,230000
166,IIT Bombay,"Chemistry (4 Years, Bachelor of Science)",AI,OPEN,5336,2022,4,3000000,,JEE Advanced,230000
167,IIT Bombay,"Chemistry (4 Years, Bachelor of Science)",AI,OPEN,11453,2022,4,3000000,,JEE Advanced,230000
168,IIT Bombay,"Chemistry (4 Years, Bachelor of Science)",AI,EWS,1269,2022,4,3000000,,JEE Advanced,230000
169,IIT Bombay,"Chemistry (4 Years, Bachelor of Science)",AI,EWS,1968,2022,4,3000000,,JEE Advanced,230000
170,IIT Bombay,"Chemistry (4 Years, Bachelor of Science)",AI,OBC-NCL,3138,2022,4,3000000,,JEE Advanced,230000
171,IIT Bombay,"Chemistry (4 Years, Bachelor of Science)",AI,OBC-NCL,6728,2022,4,3000000,,JEE Advanced,230000
172,IIT Bombay,"Chemistry (4 Years, Bachelor of Science)",AI,SC,1623,2022,4,3000000,,JEE Advanced,230000
