,Institute,Academic Program Name,Quota,Seat Type,Closing Rank,Year,Round,Average Package,Highest,Type of Exam,Fee Structure
3585,Motilal Nehru NIT Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS (PwD),106,2022,4,,,JEE Mains,
3586,Motilal Nehru NIT Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,6424,2022,4,,,JEE Mains,
3587,Motilal Nehru NIT Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,10869,2022,4,,,JEE Mains,
3588,Motilal Nehru NIT Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),241,2022,4,,,JEE Mains,
3589,Motilal Nehru NIT Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,3085,2022,4,,,JEE Mains,
3590,Motilal Nehru NIT Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,6977,2022,4,,,JEE Mains,
3591,Motilal Nehru NIT Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,2943,2022,4,,,JEE Mains,
3592,Motilal Nehru NIT Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,3251,2022,4,,,JEE Mains,
3593,Motilal Nehru NIT Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,18422,2022,4,,,JEE Mains,
3594,Motilal Nehru NIT Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,29749,2022,4,,,JEE Mains,
3595,Motilal Nehru NIT Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),1370,2022,4,,,JEE Mains,
3596,Motilal Nehru NIT Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),1446,2022,4,,,JEE Mains,
3597,Motilal Nehru NIT Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,2997,2022,4,,,JEE Mains,
3598,Motilal Nehru NIT Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,5531,2022,4,,,JEE Mains,
3599,Motilal Nehru NIT Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,6549,2022,4,,,JEE Mains,
3600,Motilal Nehru NIT Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,12581,2022,4,,,JEE Mains,
3601,Motilal Nehru NIT Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),569,2022,4,,,JEE Mains,
3602,Motilal Nehru NIT Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,3799,2022,4,,,JEE Mains,
3603,Motilal Nehru NIT Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,7970,2022,4,,,JEE Mains,
3604,Motilal Nehru NIT Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,1564,2022,4,,,JEE Mains,
3605,Motilal Nehru NIT Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,2154,2022,4,,,JEE Mains,
3606,Motilal Nehru NIT Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,OPEN,27974,2022,4,,,JEE Mains,
3607,Motilal Nehru NIT Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,OPEN,40940,2022,4,,,JEE Mains,
3608,Motilal Nehru NIT Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,EWS,4224,2022,4,,,JEE Mains,
3609,Motilal Nehru NIT Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,EWS,8330,2022,4,,,JEE Mains,
3610,Motilal Nehru NIT Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,9569,2022,4,,,JEE Mains,
3611,Motilal Nehru NIT Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,SC,5366,2022,4,,,JEE Mains,
3612,Motilal Nehru NIT Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,SC,7376,2022,4,,,JEE Mains,
3613,Motilal Nehru NIT Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,ST,4117,2022,4,,,JEE Mains,
3614,Motilal Nehru NIT Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,OPEN,29861,2022,4,,,JEE Mains,
3615,Motilal Nehru NIT Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,OPEN,39384,2022,4,,,JEE Mains,
3616,Motilal Nehru NIT Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),1742,2022,4,,,JEE Mains,
3617,Motilal Nehru NIT Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,EWS,4665,2022,4,,,JEE Mains,
3618,Motilal Nehru NIT Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,EWS,7357,2022,4,,,JEE Mains,
3619,Motilal Nehru NIT Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,10952,2022,4,,,JEE Mains,
3620,Motilal Nehru NIT Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,15844,2022,4,,,JEE Mains,
3621,Motilal Nehru NIT Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,SC,6253,2022,4,,,JEE Mains,
3622,Motilal Nehru NIT Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,SC,8682,2022,4,,,JEE Mains,
3623,Motilal Nehru NIT Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,ST,2136,2022,4,,,JEE Mains,
3624,Motilal Nehru NIT Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,ST,3518,2022,4,,,JEE Mains,
3625,NIT Agartala,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,205515,2022,4,1471000,,JEE Mains,156000
3626,NIT Agartala,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,175412,2022,4,1471000,,JEE Mains,156000
3627,NIT Agartala,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",HS,EWS,44363,2022,4,1471000,,JEE Mains,156000
3628,NIT Agartala,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",HS,SC,21146,2022,4,1471000,,JEE Mains,156000
3629,NIT Agartala,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",HS,SC,16043,2022,4,1471000,,JEE Mains,156000
3630,NIT Agartala,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",HS,ST,18626,2022,4,1471000,,JEE Mains,156000
3631,NIT Agartala,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",HS,ST,12619,2022,4,1471000,,JEE Mains,156000
3632,NIT Agartala,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,54806,2022,4,1471000,,JEE Mains,156000
3633,NIT Agartala,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,60251,2022,4,1471000,,JEE Mains,156000
3634,NIT Agartala,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",OS,EWS,8197,2022,4,1471000,,JEE Mains,156000
3635,NIT Agartala,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,16420,2022,4,1471000,,JEE Mains,156000
3636,NIT Agartala,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,22682,2022,4,1471000,,JEE Mains,156000
3637,NIT Agartala,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",OS,SC,7663,2022,4,1471000,,JEE Mains,156000
3638,NIT Agartala,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",OS,SC,9515,2022,4,1471000,,JEE Mains,156000
3639,NIT Agartala,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",OS,ST,3466,2022,4,1471000,,JEE Mains,156000
3640,NIT Agartala,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,173773,2022,4,1471000,,JEE Mains,156000
3641,NIT Agartala,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,166498,2022,4,1471000,,JEE Mains,156000
3642,NIT Agartala,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,EWS,56171,2022,4,1471000,,JEE Mains,156000
3643,NIT Agartala,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,EWS,57428,2022,4,1471000,,JEE Mains,156000
3644,NIT Agartala,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,SC,22105,2022,4,1471000,,JEE Mains,156000
3645,NIT Agartala,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,SC,10776,2022,4,1471000,,JEE Mains,156000
3646,NIT Agartala,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,ST,17706,2022,4,1471000,,JEE Mains,156000
3647,NIT Agartala,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,ST,13257,2022,4,1471000,,JEE Mains,156000
3648,NIT Agartala,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,47360,2022,4,1471000,,JEE Mains,156000
3649,NIT Agartala,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,53330,2022,4,1471000,,JEE Mains,156000
3650,NIT Agartala,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,EWS,7471,2022,4,1471000,,JEE Mains,156000
3651,NIT Agartala,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,EWS,8246,2022,4,1471000,,JEE Mains,156000
3652,NIT Agartala,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,14616,2022,4,1471000,,JEE Mains,156000
3653,NIT Agartala,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,21339,2022,4,1471000,,JEE Mains,156000
3654,NIT Agartala,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,SC,6846,2022,4,1471000,,JEE Mains,156000
3655,NIT Agartala,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,SC,9475,2022,4,1471000,,JEE Mains,156000
3656,NIT Agartala,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,ST,3224,2022,4,1471000,,JEE Mains,156000
3657,NIT Agartala,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,ST,4046,2022,4,1471000,,JEE Mains,156000
3658,NIT Agartala,"Chemistry (5 Years, Bachelor of Science and Master of Science (Dual Degree))",HS,OPEN,233298,2022,4,1471000,,JEE Mains,156000
3659,NIT Agartala,"Chemistry (5 Years, Bachelor of Science and Master of Science (Dual Degree))",HS,EWS,61612,2022,4,1471000,,JEE Mains,156000
3660,NIT Agartala,"Chemistry (5 Years, Bachelor of Science and Master of Science (Dual Degree))",HS,SC,26884,2022,4,1471000,,JEE Mains,156000
3661,NIT Agartala,"Chemistry (5 Years, Bachelor of Science and Master of Science (Dual Degree))",HS,ST,17691,2022,4,1471000,,JEE Mains,156000
3662,NIT Agartala,"Chemistry (5 Years, Bachelor of Science and Master of Science (Dual Degree))",OS,OPEN,55660,2022,4,1471000,,JEE Mains,156000
3663,NIT Agartala,"Chemistry (5 Years, Bachelor of Science and Master of Science (Dual Degree))",OS,EWS,8531,2022,4,1471000,,JEE Mains,156000
3664,NIT Agartala,"Chemistry (5 Years, Bachelor of Science and Master of Science (Dual Degree))",OS,OBC-NCL,17152,2022,4,1471000,,JEE Mains,156000
3665,NIT Agartala,"Chemistry (5 Years, Bachelor of Science and Master of Science (Dual Degree))",OS,SC,8582,2022,4,1471000,,JEE Mains,156000
3666,NIT Agartala,"Chemistry (5 Years, Bachelor of Science and Master of Science (Dual Degree))",OS,ST,3619,2022,4,1471000,,JEE Mains,156000
3667,NIT Agartala,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,163548,2022,4,1471000,,JEE Mains,156000
3668,NIT Agartala,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,146161,2022,4,1471000,,JEE Mains,156000
3669,NIT Agartala,"Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,52004,2022,4,1471000,,JEE Mains,156000
3670,NIT Agartala,"Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,55608,2022,4,1471000,,JEE Mains,156000
3671,NIT Agartala,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,18366,2022,4,1471000,,JEE Mains,156000
3672,NIT Agartala,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,13184,2022,4,1471000,,JEE Mains,156000
3673,NIT Agartala,"Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,6663,2022,4,1471000,,JEE Mains,156000
3674,NIT Agartala,"Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,5968,2022,4,1471000,,JEE Mains,156000
3675,NIT Agartala,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,50455,2022,4,1471000,,JEE Mains,156000
3676,NIT Agartala,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,60247,2022,4,1471000,,JEE Mains,156000
3677,NIT Agartala,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),1934,2022,4,1471000,,JEE Mains,156000
3678,NIT Agartala,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,7653,2022,4,1471000,,JEE Mains,156000
3679,NIT Agartala,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,8951,2022,4,1471000,,JEE Mains,156000
3680,NIT Agartala,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,15028,2022,4,1471000,,JEE Mains,156000
3681,NIT Agartala,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,20546,2022,4,1471000,,JEE Mains,156000
3682,NIT Agartala,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,7443,2022,4,1471000,,JEE Mains,156000
3683,NIT Agartala,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,9697,2022,4,1471000,,JEE Mains,156000
3684,NIT Agartala,"Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,2263,2022,4,1471000,,JEE Mains,156000
3685,NIT Agartala,"Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,2702,2022,4,1471000,,JEE Mains,156000
3686,NIT Agartala,"Computational Mathematics (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OPEN,145150,2022,4,1471000,,JEE Mains,156000
3687,NIT Agartala,"Computational Mathematics (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,EWS,53129,2022,4,1471000,,JEE Mains,156000
3688,NIT Agartala,"Computational Mathematics (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,SC,16214,2022,4,1471000,,JEE Mains,156000
3689,NIT Agartala,"Computational Mathematics (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,ST,30122,2022,4,1471000,,JEE Mains,156000
3690,NIT Agartala,"Computational Mathematics (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OPEN,33873,2022,4,1471000,,JEE Mains,156000
3691,NIT Agartala,"Computational Mathematics (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,EWS,5155,2022,4,1471000,,JEE Mains,156000
3692,NIT Agartala,"Computational Mathematics (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OBC-NCL,11080,2022,4,1471000,,JEE Mains,156000
3693,NIT Agartala,"Computational Mathematics (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,SC,4351,2022,4,1471000,,JEE Mains,156000
3694,NIT Agartala,"Computational Mathematics (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,ST,2904,2022,4,1471000,,JEE Mains,156000
3695,NIT Agartala,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,52379,2022,4,1471000,,JEE Mains,156000
3696,NIT Agartala,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,56232,2022,4,1471000,,JEE Mains,156000
3697,NIT Agartala,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),291,2022,4,1471000,,JEE Mains,156000
3698,NIT Agartala,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,15555,2022,4,1471000,,JEE Mains,156000
3699,NIT Agartala,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,13857,2022,4,1471000,,JEE Mains,156000
3700,NIT Agartala,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,6774,2022,4,1471000,,JEE Mains,156000
3701,NIT Agartala,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,4884,2022,4,1471000,,JEE Mains,156000
3702,NIT Agartala,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,4931,2022,4,1471000,,JEE Mains,156000
3703,NIT Agartala,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,2809,2022,4,1471000,,JEE Mains,156000
3704,NIT Agartala,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,18501,2022,4,1471000,,JEE Mains,156000
3705,NIT Agartala,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,28395,2022,4,1471000,,JEE Mains,156000
3706,NIT Agartala,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),490,2022,4,1471000,,JEE Mains,156000
3707,NIT Agartala,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),911,2022,4,1471000,,JEE Mains,156000
3708,NIT Agartala,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,2746,2022,4,1471000,,JEE Mains,156000
3709,NIT Agartala,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,4336,2022,4,1471000,,JEE Mains,156000
3710,NIT Agartala,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,6217,2022,4,1471000,,JEE Mains,156000
3711,NIT Agartala,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,11527,2022,4,1471000,,JEE Mains,156000
3712,NIT Agartala,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),184,2022,4,1471000,,JEE Mains,156000
3713,NIT Agartala,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,2423,2022,4,1471000,,JEE Mains,156000
3714,NIT Agartala,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,4016,2022,4,1471000,,JEE Mains,156000
3715,NIT Agartala,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,900,2022,4,1471000,,JEE Mains,156000
3716,NIT Agartala,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,2168,2022,4,1471000,,JEE Mains,156000
3717,NIT Agartala,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,100991,2022,4,1471000,,JEE Mains,156000
3718,NIT Agartala,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,97230,2022,4,1471000,,JEE Mains,156000
3719,NIT Agartala,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,EWS,32571,2022,4,1471000,,JEE Mains,156000
3720,NIT Agartala,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,EWS,24233,2022,4,1471000,,JEE Mains,156000
3721,NIT Agartala,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,SC,10800,2022,4,1471000,,JEE Mains,156000
3722,NIT Agartala,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,SC,12853,2022,4,1471000,,JEE Mains,156000
3723,NIT Agartala,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,ST,10446,2022,4,1471000,,JEE Mains,156000
3724,NIT Agartala,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,ST,9690,2022,4,1471000,,JEE Mains,156000
3725,NIT Agartala,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,36789,2022,4,1471000,,JEE Mains,156000
3726,NIT Agartala,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,48355,2022,4,1471000,,JEE Mains,156000
3727,NIT Agartala,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),1946,2022,4,1471000,,JEE Mains,156000
3728,NIT Agartala,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,EWS,5683,2022,4,1471000,,JEE Mains,156000
3729,NIT Agartala,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,EWS,7420,2022,4,1471000,,JEE Mains,156000
3730,NIT Agartala,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,11674,2022,4,1471000,,JEE Mains,156000
3731,NIT Agartala,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,18067,2022,4,1471000,,JEE Mains,156000
3732,NIT Agartala,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,SC,5621,2022,4,1471000,,JEE Mains,156000
3733,NIT Agartala,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,SC,8934,2022,4,1471000,,JEE Mains,156000
3734,NIT Agartala,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,ST,2226,2022,4,1471000,,JEE Mains,156000
3735,NIT Agartala,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,ST,2953,2022,4,1471000,,JEE Mains,156000
3736,NIT Agartala,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,76834,2022,4,1471000,,JEE Mains,156000
3737,NIT Agartala,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,73390,2022,4,1471000,,JEE Mains,156000
3738,NIT Agartala,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,EWS,20246,2022,4,1471000,,JEE Mains,156000
3739,NIT Agartala,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,EWS,22924,2022,4,1471000,,JEE Mains,156000
3740,NIT Agartala,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC,8404,2022,4,1471000,,JEE Mains,156000
3741,NIT Agartala,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC,9021,2022,4,1471000,,JEE Mains,156000
3742,NIT Agartala,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,9669,2022,4,1471000,,JEE Mains,156000
3743,NIT Agartala,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,8505,2022,4,1471000,,JEE Mains,156000
3744,NIT Agartala,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,27696,2022,4,1471000,,JEE Mains,156000
3745,NIT Agartala,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,38086,2022,4,1471000,,JEE Mains,156000
3746,NIT Agartala,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),1016,2022,4,1471000,,JEE Mains,156000
3747,NIT Agartala,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),1472,2022,4,1471000,,JEE Mains,156000
3748,NIT Agartala,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,EWS,4399,2022,4,1471000,,JEE Mains,156000
3749,NIT Agartala,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,EWS,5700,2022,4,1471000,,JEE Mains,156000
3750,NIT Agartala,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,8597,2022,4,1471000,,JEE Mains,156000
3751,NIT Agartala,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,14485,2022,4,1471000,,JEE Mains,156000
3752,NIT Agartala,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,4097,2022,4,1471000,,JEE Mains,156000
3753,NIT Agartala,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,6828,2022,4,1471000,,JEE Mains,156000
3754,NIT Agartala,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,ST,1529,2022,4,1471000,,JEE Mains,156000
3755,NIT Agartala,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,ST,2310,2022,4,1471000,,JEE Mains,156000
3756,NIT Agartala,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",HS,OPEN,114712,2022,4,1471000,,JEE Mains,156000
3757,NIT Agartala,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",HS,OPEN,115964,2022,4,1471000,,JEE Mains,156000
3758,NIT Agartala,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",HS,EWS,29929,2022,4,1471000,,JEE Mains,156000
3759,NIT Agartala,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",HS,EWS,35999,2022,4,1471000,,JEE Mains,156000
3760,NIT Agartala,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",HS,SC,12212,2022,4,1471000,,JEE Mains,156000
3761,NIT Agartala,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",HS,SC,11592,2022,4,1471000,,JEE Mains,156000
3762,NIT Agartala,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",HS,ST,16859,2022,4,1471000,,JEE Mains,156000
3763,NIT Agartala,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",HS,ST,12749,2022,4,1471000,,JEE Mains,156000
3764,NIT Agartala,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,OPEN,35831,2022,4,1471000,,JEE Mains,156000
3765,NIT Agartala,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,OPEN,43315,2022,4,1471000,,JEE Mains,156000
3766,NIT Agartala,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,EWS,5868,2022,4,1471000,,JEE Mains,156000
3767,NIT Agartala,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,EWS,7264,2022,4,1471000,,JEE Mains,156000
3768,NIT Agartala,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,11746,2022,4,1471000,,JEE Mains,156000
3769,NIT Agartala,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,17617,2022,4,1471000,,JEE Mains,156000
3770,NIT Agartala,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,SC,5520,2022,4,1471000,,JEE Mains,156000
3771,NIT Agartala,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,SC,6964,2022,4,1471000,,JEE Mains,156000
3772,NIT Agartala,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,ST,2244,2022,4,1471000,,JEE Mains,156000
3773,NIT Agartala,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OS,ST,3152,2022,4,1471000,,JEE Mains,156000
3774,NIT Agartala,"Engineering Physics (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OPEN,208017,2022,4,1471000,,JEE Mains,156000
3775,NIT Agartala,"Engineering Physics (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,EWS,68667,2022,4,1471000,,JEE Mains,156000
3776,NIT Agartala,"Engineering Physics (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,SC,24461,2022,4,1471000,,JEE Mains,156000
3777,NIT Agartala,"Engineering Physics (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,ST,24510,2022,4,1471000,,JEE Mains,156000
3778,NIT Agartala,"Engineering Physics (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OPEN,41939,2022,4,1471000,,JEE Mains,156000
